BOAMP_AVIS_NUM,D_13_01_Conditionparticipation_Critereselection,D_13_02_Conditionparticipation_Situationjuridique,D_13_03_Conditionparticipation_Situationjuridiquesst,D_13_04_Conditionparticipation_Capecomarcheoui,D_13_05_Conditionparticipation_Capecomarchenon,D_13_06_Conditionparticipation_Capeco,D_13_07_Conditionparticipation_Capecosst,D_13_08_Conditionparticipation_Capeconiveaumini,D_13_09_Conditionparticipation_Capeconiveauminisst,D_13_10_Conditionparticipation_Captechoffreoui,D_13_11_Conditionparticipation_Captechoffrenon,D_13_12_Conditionparticipation_Captech,D_13_13_Conditionparticipation_Captechsst,D_13_14_Conditionparticipation_Captechniveaumini,D_13_15_Conditionparticipation_Captechniveauminisst,D_13_16_Conditionparticipation_Criteresparticipation,D_13_17_Conditionparticipation_Marchereserveoui,D_13_17_01_Conditionparticipation_Marchereserveoui_Ateliersproteges,D_13_17_02_Conditionparticipation_Marchereserveoui_Emploisproteges,D_13_18_Conditionparticipation_Marchereservenon,D_13_19_Conditionparticipation_Prestationreserveeoui,D_13_20_Conditionparticipation_Prestationreserveenon,D_13_21_Conditionparticipation_Conditionparticuliereexecution,D_13_22_Conditionparticipation_Indicationobligatoirenomqualificationsoui,D_13_23_Conditionparticipation_Indicationobligatoirenomqualificationsnon,D_13_24_Conditionparticipation_Justificatifscandidat,D_13_24_01_Conditionparticipation_Justificatifscandidat_P,D_13_25_Conditionparticipation_Eligiblemps,D_13_25_01_Conditionparticipation_Eligiblemps_Oui,D_13_25_02_Conditionparticipation_Eligiblemps_Non
22-5315,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5315,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Si les documents fournis par le candidat ne sont pas établis en langue française, ils doivent être accompagnés d'une traduction en français, certifiée conforme à l'original par un traducteur assermenté",CF_NIV_SUIV,False,True
22-5315,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Les pièces prévues aux articles D. 8222-5 ou D. 8222-7 et D. 8222-8 du code du travail,CF_NIV_SUIV,False,True
22-5332,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
22-5332,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
22-5332,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
22-5332,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation de marchés de même nature",CF_NIV_SUIV,False,True
22-5332,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5332,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5342,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Copie du ou des jugements prononcés, si le candidat est en redressement judiciaire",CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation de marchés de même nature",CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5350,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5362,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
22-5368,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
22-5368,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,les documents et renseignements à produire quant aux qualités et capacités du candidat sont mentionnées dans les documents de la consultation.,CF_NIV_SUIV,False,True
22-5378,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
22-5424,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,True,False
22-5434,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,L'ensemble des justifications demandées est indiqué dans les documents de consultation,CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration sur l'honneur du candidat attestant qu'il est en règle, au cours de l'année précédant celle au cours de laquelle a lieu le lancement de la consultation, au regard des articles L. 5212-1, L. 5212-2, L. 5212 5 et L. 5212-9 du code du travail, concernant l'emploi des travailleurs handicapés",CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration appropriée de banques ou preuve d'une assurance pour les risques professionnels,CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Présentation d'une liste des principales fournitures ou des principaux services effectués au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé. Les livraisons et les prestations de services sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration de l'opérateur économique",CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5436,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Copie du ou des jugements prononcés, si le candidat est en redressement judiciaire",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration appropriée de banques ou preuve d'une assurance pour les risques professionnels,CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Présentation d'une liste des principales fournitures ou des principaux services effectués au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé. Les livraisons et les prestations de services sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration de l'opérateur économique",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Certificats de qualifications professionnelles. La preuve de la capacité du candidat peut être apportée par tout moyen, notamment par des certificats d'identité professionnelle ou des références de travaux attestant de la compétence de l'opérateur économique à réaliser la prestation pour laquelle il se porte candidat",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration sur l'honneur que le candidat n'entre dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 45 et 48 de l'ordonnance nº 2015-899 du 23 juillet 2015 ou, pour les marchés publics de défense ou de sécurité, n'entrer dans aucun des cas d'interdiction de soumissionner obligatoires prévus aux articles 45 ,46 et 48 de l'ordonnance nº 2015-899 du 23 juillet 2015",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration sur l'honneur pour justifier que le candidat n'entre dans aucun des cas des interdictions de soumissionner, et notamment qu'il est en règle au regard des articles L. 5212-1 à L. 5212-11 du code du travail concernant l'emploi des travailleurs handicapés ;",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et, le cas échéant, le chiffre d'affaires concernant les services objet du contrat, portant au maximum sur les trois derniers exercices disponibles en fonction de la date de création de l'entreprise ou du début d'activité de l'opérateur économique, dans la mesure où les informations sur ces chiffres d'affaires sont disponibles",CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Autres renseignements demandés,CF_NIV_SUIV,False,True
22-5439,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration appropriée de banques ou, le cas échéant, preuve d'une assurance pour les risques professionnels",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Copie du ou des jugements prononcés, si le candidat est en redressement judiciaire",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration sur l'honneur du candidat attestant qu'il est en règle, au cours de l'année précédant celle au cours de laquelle a lieu le lancement de la consultation, au regard des articles L. 5212-1, L. 5212-2, L. 5212 5 et L. 5212-9 du code du travail, concernant l'emploi des travailleurs handicapés",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Si le candidat est établi en France, une déclaration sur l'honneur du candidat justifiant que le travail est effectué par des salariés employés régulièrement au regard des articles L. 1221-10, L. 3243-2 et R. 3243-1 du code du travail (dans le cas où le candidat emploie des salariés, conformément à l'article D. 8222-5-3° du code du travail)",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration appropriée de banques ou preuve d'une assurance pour les risques professionnels,CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Présentation d'une liste des principales fournitures ou des principaux services effectués au cours des trois dernières années, indiquant le montant, la date et le destinataire public ou privé. Les livraisons et les prestations de services sont prouvées par des attestations du destinataire ou, à défaut, par une déclaration de l'opérateur économique",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Présentation d'une liste des travaux exécutés au cours des cinq dernières années, appuyée d'attestations de bonne exécution pour les travaux les plus importants. Ces attestations indiquent le montant, l'époque et le lieu d'exécution des travaux et précisent s'ils ont été effectués selon les règles de l'art et menés régulièrement à bonne fin",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Indication des titres d'études et professionnels de l'opérateur économique,CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Indication des titres d'études et professionnels des cadres de l'entreprise et notamment des responsables de prestation de services ou de conduite des travaux de même nature que celle du marché,CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration indiquant l'outillage, le matériel et l'équipement technique dont le candidat dispose pour la réalisation de marchés de même nature",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"En matière de fournitures et services, une description de l'équipement technique, des mesures employées par l'opérateur économique pour s'assurer de la qualité et des moyens d'étude et de recherche de son entreprise",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Certificats de qualifications professionnelles. La preuve de la capacité du candidat peut être apportée par tout moyen, notamment par des certificats d'identité professionnelle ou des références de travaux attestant de la compétence de l'opérateur économique à réaliser la prestation pour laquelle il se porte candidat",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Certificats établis par des services chargés du contrôle de la qualité et habilités à attester la conformité des fournitures par des références à certaines spécifications techniques. Il est accepté d'autres preuves de mesures équivalentes de garantie de la qualité produites par le candidat, si celui-ci n'a pas accès à ces certificats ou n'a aucune possibilité de les obtenir dans les délais fixés",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Echantillons, descriptions et/ou photographies des fournitures",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5443,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Si l'attributaire est établi en France, les attestations et certificats délivrés par les administrations et organismes compétents prouvant qu'il a satisfait à ses obligations fiscales et sociales ou un état annuel des certificats reçus",CF_NIV_SUIV,False,True
22-5447,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
22-5460,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,False,True
22-5463,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,,CF_NIV_SUIV,True,False
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire obligatoirement par le candidat, à l'appui de sa candidature",CF_NIV_SUIV,False,True
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Copie du ou des jugements prononcés, si le candidat est en redressement judiciaire",CF_NIV_SUIV,False,True
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Documents à produire à l'appui des candidatures par le candidat, au choix de l'acheteur public",CF_NIV_SUIV,False,True
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Déclaration concernant le chiffre d'affaires global et le chiffre d'affaires concernant les fournitures, services ou travaux objet du marché, réalisés au cours des trois derniers exercices disponibles",CF_NIV_SUIV,False,True
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,Déclaration indiquant les effectifs moyens annuels du candidat et l'importance du personnel d'encadrement pour chacune des trois dernières années,CF_NIV_SUIV,False,True
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC1, Lettre de candidature - Habilitation du mandataire par ses co-traitants (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
22-5469,,,,,False,,,,,,False,,,,,,CF_NIV_SUIV,False,False,False,,False,,False,False,CF_NIV_SUIV,"Formulaire DC2, Déclaration du candidat individuel ou du membre du groupement (disponible à l'adresse suivante : http://www.economie.gouv.fr/directions_services/daj/marches_publics/formulaires/DC/daj_dc.htm)",CF_NIV_SUIV,False,True
