BOAMP_AVIS_NUM,D_16_01_Renseignementscomplementaires_Commandeelectroniqueoui,D_16_02_Renseignementscomplementaires_Commandeelectroniquenon,D_16_03_Renseignementscomplementaires_Facturationelectroniqueoui,D_16_04_Renseignementscomplementaires_Facturationelectroniquenon,D_16_05_Renseignementscomplementaires_Paiementelectroniqueoui,D_16_06_Renseignementscomplementaires_Paiementelectroniquenon,D_16_07_Renseignementscomplementaires_Renscomplement,D_16_08_Renseignementscomplementaires_Proceduresrecoursprecision,D_16_09_Renseignementscomplementaires_Adressescomplementaires,D_16_09_01_Renseignementscomplementaires_Adressescomplementaires_Adresse,D_16_09_01_01_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type,D_16_09_01_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admintech,D_16_09_01_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admin,D_16_09_01_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Tech,D_16_09_01_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Renseignements,D_16_09_01_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Documents,D_16_09_01_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Envoyeroffres,D_16_09_01_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Instancerecours,D_16_09_01_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Organemediation,D_16_09_01_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Rensrecours,D_16_09_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Denomination,D_16_09_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codeidentnational,D_16_09_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Correspondant,D_16_09_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Contact,D_16_09_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Adresse,D_16_09_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Cp,D_16_09_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Ville,D_16_09_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Pays,D_16_09_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codenuts,D_16_09_01_11_Renseignementscomplementaires_Adressescomplementaires_Adresse_Tel,D_16_09_01_12_Renseignementscomplementaires_Adressescomplementaires_Adresse_Poste,D_16_09_01_13_Renseignementscomplementaires_Adressescomplementaires_Adresse_Fax,D_16_09_01_14_Renseignementscomplementaires_Adressescomplementaires_Adresse_Mel,D_16_09_01_15_Renseignementscomplementaires_Adressescomplementaires_Adresse_Url
22-16784,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Lille,None,,,"5 Rue Geoffroy Saint Hilaire, cs 62039",59014,Lille,,,03-59-54-23-42,,03-59-54-24-45,greffe.ta-lille@juradm.fr,
22-16786,False,False,False,False,False,False,Retrait du Dossier de Consultation des Entreprises par téléchargement sur le profil acheteur de l'Etablissement :https://eptb-loire.e-marchespublics.com,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Etablissement public Loire,None, Service marchés,,"2, quai du Fort Alleaume - CS 55708",45057,ORLEANS CEDEX,,,02-46-47-03-21,,09-70-65-01-06,marches.eploire@eptb-loire.fr,http://eptb-loire.e-marchespublics.com
22-16791,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,SIABAVES,None,,,Hôtel de Ville,51096,REIMS,,,(+33) -06-10-37-10-30,,,aline.antoine@siabaves.fr,
22-16810,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,SETEC ORGANISATION agissant au nom et pour le compte de la Région Auvergne-Rhône-Alpes,None,,,191/193 Cours Lafayette Immeuble le Crystallin,69006,Lyon,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2022_117ax6T_Wn
22-16819,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Mairie d'ALTKIRCH,None, Valérie PEREIRA,,,None,,,,,,,valerie.pereira@mairie-altkirch.fr,http://mairie-altkirch.e-marchespublics.com
22-16819,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,True,False,False,False,False,False,,None,,,,None,,,,,,,,http://mairie-altkirch.e-marchespublics.com
22-16819,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,http://mairie-altkirch.e-marchespublics.com
22-16819,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,True,False,False,False,,None,,,,None,,,,,,,,http://mairie-altkirch.e-marchespublics.com
22-16821,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Mairie d'ALTKIRCH,None, Valérie PEREIRA,,,None,,,,,,,valerie.pereira@mairie-altkirch.fr,http://mairie-altkirch.e-marchespublics.com
22-16821,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,True,False,False,False,False,False,,None,,,,None,,,,,,,,http://mairie-altkirch.e-marchespublics.com
22-16821,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,http://mairie-altkirch.e-marchespublics.com
22-16821,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,True,False,False,False,,None,,,,None,,,,,,,,http://mairie-altkirch.e-marchespublics.com
22-16836,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Lille,None,,,5 rue Geoffroy Saint HilaireCS 62039,59014,Lille cedex,,,(+33) 3-59-54-23-42,,(+33) 3-59-54-24-45,,http://lille.tribunal-administratif.fr
22-16836,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Greffe du tribunal administratif de Lille,None,,,5 rue Geoffroy Saint HilaireCS 62039,59014,Lille cedex,,,(+33) 3-59-54-23-42,,(+33) -59-54-24-45,,http://lille.tribunal-administratif.fr
22-16854,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Toulouse,None,,,68 rue Raymond IV BP 70007,31068,Toulouse cedex 7,,,05-62-73-57-57,,05-62-73-57-40,,http://toulouse.tribunal-administratif.fr/
22-16854,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Toulouse,None,,,68 rue Raymond IV BP 70007,31068,Toulouse cedex 7,,,,,,,http://toulouse.tribunal-administratif.fr/
22-16856,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,https://marches.maximilien.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=801841&orgAcronyme=d7j
22-16864,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur http://marchespublics.grandlyon.comCriteres d'attributions : Les pièces de l'offre à déposer sont:- Le bordereau des prix (BP) dans l'un des formats de fichier prévus à l'article 4.2 du règlement de la consultation,- La note technique reprenant la compréhension des enjeux et la méthodologie et le planning prévisionnel proposés,- La présentation de l'équipe chargée de réaliser les prestations (CV, titre d'études et professionnels, compétences de chacun des membres).*Aucun acte d'engagement n'est requis lors du dépôt de l'offre. un acte d'engagement sera demandé au candidat pressenti pour être retenu dans les conditions fixées à l'article 6.2.4 du règlement de la consultation.*Le critère prix sera analysé au regard du montant total forfaitaire des cinq premières phases auquel s'ajouteront les prestations unitaires de la phase de suivi avec l'élaboration d'un outil de pilotage financier, la conception d'un outil de suivi technique, l'élaboration d'une grille annuelle d'évaluation et l'analyse annuelle des éléments complétés par le concessionnaire dans les outils de suivi, se trouvant au sein du bordereau de prix. Il sera appliqué à ce montant la formule suivante :*(prix total le plus bas / prix total analysé) * pondération*Les critères et sous-critères techniques seront analysés au regard des réponses fournies dans la note technique et la présentation de l'équipe chargée de réaliser les missions.*Après une première analyse des offres, des négociations en une ou plusieurs phases pourront être engagées par le pouvoir adjudicateur. Elles pourront porter sur l'ensemble des éléments de l'offre, y compris le prix et seront menées, le cas échéant, avec le ou lescandidats ayant présenté les offres les plus intéressantes dans la limite de 3 maximum.*Le dossier de consultation des entreprises est téléchargeable gratuitement sur:https://grandlyon.marches-publics.info/meyzieuCode NUTS : FRK26Les personnes morales sont tenues d'indiquer les noms et qualifications professionnelles des membres du personnel chargés de la prestation : NONMarchés réservés : NONL'execution du marché est soumise à d'autres conditions particulières : NONLa prestation est réservée à une profession particulière : NonInstance chargée des procédures de recours : Tribunal administratif de Lyon, 184, rue Duguesclin69433 LyonCedex 03Tél : 0478141010 Fax : 0478141065Mel : greffe.ta-lyon@juradm.frPrécisions concernant le(s) délai(s) d'introduction des recours : Cf. le greffe du Tribunal Administratif à l'adresse ci-dessus.Pour obtenir tous les renseignements complémentaires qui leur seraient nécessaires au cours de leur étude, les candidats devront poser leurs questions à l'adresse indiquée sur la page de garde du règlement, rubrique 'Correspondre avec l'acheteur' au plus tard 6 jours avant la date limite de remise des offres.*Une réponse sera alors adressée, dans la mesure du possible, par écrit à toutes les entreprises ayant retiré le dossier, 6 jours au plus tard avant la date limite de réception des offres",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-16884,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Melun,None,,,43 rue du Général de Gaulle case postale N°8630,77008,Melun cedex,,,01-60-56-66-30,,,greffe-ta-melun@juradm.fr,http://melun.tribunal-administratif.fr
22-16913,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Mairie d'Armentières,None,,,Les questions d'ordre administratif et technique devront être adressées via le lien ci-après,59427,Armentières cedex,,,,,,,https://marchespublics596280.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=534232&orgAcronyme=50017
22-16913,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,Mairie d'Armentières,None,,,Les documents de consultation sont téléchargeables sur le site du Cdg596280 via le lien ci-après,59427,Armentières cedex,,,,,,,https://marchespublics596280.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=534232&orgAcronyme=50017
22-16918,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Caen,None,,,,14050,Caen,,,02-31-70-72-72,,,greffe.ta-caen@juradm.fr,http://caen.tribunal-administratif.fr
22-16934,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur http://www.marches-publics.infoCode NUTS : FRF33Conditions et mode de paiement pour obtenir les documents contractuels et additionnels :Documents payant : NONModalités d'ouverture des offres :Date: 02 mars 2022Lieu :Marché périodique : NONCalendrier prévisionnel de publication des prochains avis :Le marché s'inscrit dans un projet/programme financé par des fonds communautaires : NONRéférences du ou des projet(s) et / ou programme(s) :Marchés réservés : NONLa prestation est réservée à une profession particulière : NonInstance chargée des procédures de recours : Tribunal administratif de Strasbourg, 31, avenue de la Paix, BP 5103867070 StrasbourgTél : 0388212323 Fax : 0388364466Mel : greffe.ta-strasbourg@juradm.frPour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, il convient de se connecter à l'adresse suivante: http://www.marches-publics.info/avis/index.cfm?IDS=3799",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-16936,False,False,False,False,False,False,"Les dépôts de plis doivent être impérativement remis par voie dématérialisée.Cette consultation bénéficie du Service DUME.Pour retrouver cet avis intégral, accéder au DCE, poser des questions à l'acheteur, déposer un pli, allez sur http://marchespublicsmanche.frCode NUTS : FRD12Marché périodique : NONCalendrier prévisionnel de publication des prochains avis :Le marché s'inscrit dans un projet/programme financé par des fonds communautaires : NONRéférences du ou des projet(s) et / ou programme(s) :Marchés réservés : NONL'execution du marché est soumise à d'autres conditions particulières : NONLa prestation est réservée à une profession particulière : NonInstance chargée des procédures de recours : Tribunal administratif de Caen, 3, rue Arthur Leduc, BP 2508614050 CaenCedex 4Tél : 0231707272 Fax : 0231524217Mel : greffe.ta-caen@juradm.frWeb : http://caen.tribunal-administratif.fr/Organe chargé des procédures de médiation : Tribunal administratif de Caen, 3, rue Arthur Leduc, BP 2508614050 CaenCedex 4Tél : 0231707272 Fax : 0231524217Mel : greffe.ta-caen@juradm.frService auprès duquel des renseignements peuvent être obtenus concernant l'introduction des recours : Tribunal administratif de Caen, 3, rue Arthur Leduc, BP 2508614050 CaenCedex 4Tél : 0231707272 Fax : 0231524217Mel : greffe.ta-caen@juradm.frProcédure adaptée ouverte avec négociation éventuelle librement définie par le pouvoir adjudicateur",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-16938,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Toulon,None,,,"5, rue Racine, BP40510 Cedex 9",83041,TOULON,,,04-94-42-79-30,,04-94-42-79-89,greffe.ta-toulon@juradm.fr,http://www.ta-toulon.juradm.fr
22-16940,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Toulon,None,,,5 rue Racine Cedex 9 BP 40510,83041,Toulon,,,04-94-42-79-30,,04-94-42-79-89,greffe.ta-toulon@juradm.fr,
22-16949,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Caen,None,,,,14050,Caen,,,02-31-70-72-72,,,greffe.ta-caen@juradm.fr,http://caen.tribunal-administratif.fr
22-16953,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Toulouse,None,,,68 rue raymond IV,31000,Toulouse,,,,,,,
22-16971,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Cergy-Pontoise,None,,,2-4 boulevard de l'Hautil,95027,Pontoise,,,01-30-17-34-00,,,greffe.ta-cergy-pontoise@juradm.fr,http://Cergy-pontoise.tribunal-administratif.fr
22-16971,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Cergy-Pontoise,None,,,2-4 boulevard de l'Hautil,95027,Pontoise,,,,,,,
