BOAMP_AVIS_NUM,D_16_01_Renseignementscomplementaires_Commandeelectroniqueoui,D_16_02_Renseignementscomplementaires_Commandeelectroniquenon,D_16_03_Renseignementscomplementaires_Facturationelectroniqueoui,D_16_04_Renseignementscomplementaires_Facturationelectroniquenon,D_16_05_Renseignementscomplementaires_Paiementelectroniqueoui,D_16_06_Renseignementscomplementaires_Paiementelectroniquenon,D_16_07_Renseignementscomplementaires_Renscomplement,D_16_08_Renseignementscomplementaires_Proceduresrecoursprecision,D_16_09_Renseignementscomplementaires_Adressescomplementaires,D_16_09_01_Renseignementscomplementaires_Adressescomplementaires_Adresse,D_16_09_01_01_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type,D_16_09_01_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admintech,D_16_09_01_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Admin,D_16_09_01_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Tech,D_16_09_01_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Renseignements,D_16_09_01_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Documents,D_16_09_01_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Envoyeroffres,D_16_09_01_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Instancerecours,D_16_09_01_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Organemediation,D_16_09_01_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Type_Rensrecours,D_16_09_01_02_Renseignementscomplementaires_Adressescomplementaires_Adresse_Denomination,D_16_09_01_03_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codeidentnational,D_16_09_01_04_Renseignementscomplementaires_Adressescomplementaires_Adresse_Correspondant,D_16_09_01_05_Renseignementscomplementaires_Adressescomplementaires_Adresse_Contact,D_16_09_01_06_Renseignementscomplementaires_Adressescomplementaires_Adresse_Adresse,D_16_09_01_07_Renseignementscomplementaires_Adressescomplementaires_Adresse_Cp,D_16_09_01_08_Renseignementscomplementaires_Adressescomplementaires_Adresse_Ville,D_16_09_01_09_Renseignementscomplementaires_Adressescomplementaires_Adresse_Pays,D_16_09_01_10_Renseignementscomplementaires_Adressescomplementaires_Adresse_Codenuts,D_16_09_01_11_Renseignementscomplementaires_Adressescomplementaires_Adresse_Tel,D_16_09_01_12_Renseignementscomplementaires_Adressescomplementaires_Adresse_Poste,D_16_09_01_13_Renseignementscomplementaires_Adressescomplementaires_Adresse_Fax,D_16_09_01_14_Renseignementscomplementaires_Adressescomplementaires_Adresse_Mel,D_16_09_01_15_Renseignementscomplementaires_Adressescomplementaires_Adresse_Url
22-3067,False,False,False,False,False,False,"Le marché est conclu pour une durée de 12 mois à compter de sa notification, renouvelable 3 fois par tacite reconduction sans que sa durée totale n'excède 4 ans. Le titulaire ne peut s'opposer à la reconduction.Une négociation orale sera menée avec les candidats, classés aux trois premières positions à la suite de l'analyse des offres. Toutefois, la collectivité se réserve la possibilité d'attribuer le marché public sur la base des offres initiales sans négociation conformément à l'article R2123-5 du Code de la commande publique.La négociation se déroulera, à titre indicatif, du 23 au 25 février 2022.La collectivité se laisse le droit d'avancer ou de reporter ces dates prévisionnelles.Le candidat est informé qu'il recevra sa convocation 2 jours avant le rendez-vous et qu'il ne pourra pas demander à décaler ce dernier.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,True,False,False,False,Mairie de Villiers-sur-Marne,None,,,,None,,,,,,,,https://villiersmarches.achatpublic.com
22-307,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Lyon,None,,,"184, rue Duguesclin",69003,Lyon,,,04-78-14-10-10,,04-87-63-52-50,greffe.ta-lyon@juradm.fr,
22-3080,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Versailles,None,,,"56, avenue de Saint Cloud",78011,Versailles,,,01-39-20-54-00,,01-39-21-11-19,greffe.taversailles@juradm.fr,http://www.taversailles.juradm.fr
22-3080,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Versailles,None,,,"56, avenue de Saint Cloud",78011,Versailles,,,01-39-20-54-00,,01-39-21-11-19,greffe.taversailles@juradm.fr,http://www.taversailles.juradm.fr
22-309,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,TRIBUNAL ADMINISTRATIF DE PARIS,None,,,7 rue de Jouy,75181,Paris cedex 04,,,01-44-59-44-00,,01-44-59-46-46,greffe.ta-paris@juradm.fr,
22-309,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,TRIBUNAL ADMINISTRATIF DE PARIS,None,,,7 rue de Jouy,75181,Paris cedex 04,,,01-44-59-44-00,,01-44-59-46-46,greffe.ta-paris@juradm.fr,
22-3091,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,TRIBUNAL ADMINISTRATIF DE NICE,None,,,18 AV DES FLEURSCS61039,06050,NICE CEDEX 1,,,(+33) 4-89-97-86-00,,(+33) 4-97-13-29-19,noura.fabre@nicecotedazur.org,http://www.marches-securises.fr
22-3097,False,False,False,False,False,False,"Le marché est conclu pour une durée de 12 mois à compter de sa notification, renouvelable 3 fois par tacite reconduction sans que sa durée totale n'excède 4 ans.Une négociation orale sera menée avec les candidats, classés aux trois premières positions à la suite de l'analyse des offres. Toutefois, la collectivité se réserve la possibilité d'attribuer le marché public sur la base des offres initiales sans négociation conformément à l'article R2123-5 du Code de la commande publique.La négociation se déroulera, à titre indicatif, du 23 au 25 février 2022.La collectivité se laisse le droit d'avancer ou de reporter ces dates prévisionnelles.Le candidat est informé qu'il recevra sa convocation 2 jours avant le rendez-vous et qu'il ne pourra pas demander à décaler ce dernier.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Mairie de Villiers-sur-Marne,None,,,,None,,,,,,,,https://villiersmarches.achatpublic.com
22-3097,False,False,False,False,False,False,"Le marché est conclu pour une durée de 12 mois à compter de sa notification, renouvelable 3 fois par tacite reconduction sans que sa durée totale n'excède 4 ans.Une négociation orale sera menée avec les candidats, classés aux trois premières positions à la suite de l'analyse des offres. Toutefois, la collectivité se réserve la possibilité d'attribuer le marché public sur la base des offres initiales sans négociation conformément à l'article R2123-5 du Code de la commande publique.La négociation se déroulera, à titre indicatif, du 23 au 25 février 2022.La collectivité se laisse le droit d'avancer ou de reporter ces dates prévisionnelles.Le candidat est informé qu'il recevra sa convocation 2 jours avant le rendez-vous et qu'il ne pourra pas demander à décaler ce dernier.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,True,False,False,False,False,False,Mairie de Villiers-sur-Marne,None,,,,None,,,,,,,,https://villiersmarches.achatpublic.com
22-3097,False,False,False,False,False,False,"Le marché est conclu pour une durée de 12 mois à compter de sa notification, renouvelable 3 fois par tacite reconduction sans que sa durée totale n'excède 4 ans.Une négociation orale sera menée avec les candidats, classés aux trois premières positions à la suite de l'analyse des offres. Toutefois, la collectivité se réserve la possibilité d'attribuer le marché public sur la base des offres initiales sans négociation conformément à l'article R2123-5 du Code de la commande publique.La négociation se déroulera, à titre indicatif, du 23 au 25 février 2022.La collectivité se laisse le droit d'avancer ou de reporter ces dates prévisionnelles.Le candidat est informé qu'il recevra sa convocation 2 jours avant le rendez-vous et qu'il ne pourra pas demander à décaler ce dernier.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,Mairie de Villiers-sur-Marne,None,,,,None,,,,,,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2022_dXEnuhvX13
22-3097,False,False,False,False,False,False,"Le marché est conclu pour une durée de 12 mois à compter de sa notification, renouvelable 3 fois par tacite reconduction sans que sa durée totale n'excède 4 ans.Une négociation orale sera menée avec les candidats, classés aux trois premières positions à la suite de l'analyse des offres. Toutefois, la collectivité se réserve la possibilité d'attribuer le marché public sur la base des offres initiales sans négociation conformément à l'article R2123-5 du Code de la commande publique.La négociation se déroulera, à titre indicatif, du 23 au 25 février 2022.La collectivité se laisse le droit d'avancer ou de reporter ces dates prévisionnelles.Le candidat est informé qu'il recevra sa convocation 2 jours avant le rendez-vous et qu'il ne pourra pas demander à décaler ce dernier.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,True,False,False,False,Mairie de Villiers-sur-Marne,None,,,,None,,,,,,,,https://villiersmarches.achatpublic.com
22-3098,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Paris,None,,,7 rue de Jouy,75181,Paris cedex 4,,,01-44-59-44-00,,01-44-59-46-46,greffe.ta-paris@juradm.fr,http://Paris.tribunal-administratif.fr/
22-3098,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Paris,None,,,7 rue de Jouy,75181,Paris cedex 4,,,,,,,
22-3132,False,False,False,False,False,False,Le dossier de consultation des entreprises est disponible à l'adresse électronique suivante : http://www.ain.fr/marchespublics/,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,False,,None,,,,None,,,,,,,,
22-3146,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de TOULON,None,,,"5, rue Racine Cedex 9 BP 40510",83041,TOULON,,,04-94-42-79-30,,04-94-42-79-89,greffe.ta-toulon@juradm.fr,http://www.toulon.tribunal-administratif.fr
22-3146,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Greffe du Tribunal administratif de TOULON,None,,,"5, rue Racine Cedex 9 BP 40510",83041,TOULON,,,04-94-42-79-30,,04-94-42-79-89,greffe.ta-toulon@juradm.fr,http://www.toulon.tribunal-administratif.fr
22-3150,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Toulouse,None,,,"68, rue Raymond IV Cedex 07 BP 7007",31068,Toulouse,,,05-62-73-57-57,,05-62-73-57-40,greffe.ta-toulouse@juradm.fr,
22-3153,False,False,False,False,False,False,"La visite du site occupé par Santé publique France est facultative.Pour prendre rendez-vous, les soumissionnaires peuvent s'adresser au 01 41 79 67 00, ou 01 41 79 67 03, ou 06 62 32 40 08 puis demander Mr Gérald VANSTEENE ou à l'adresse suivante : gerald.vansteene@santepubliquefrance.fr La visite des lieux pourra être réalisée jusqu'à 10 jours avant la date limite de réception des offres. Suite à cette visite, les soumissionnaires n'auront que deux jours pour poser des questions éventuelles sur le cahier des charges. En effet, Santé publique France ne répondra plus aux questions posées par les candidats 8 jours avant la date limite de remise des offres",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Sante publique France,None,M. LEBOEUF Didier,,12 rue du Val d Osne,94415,Saint maurice,,,,,,marchespublics@santepubliquefrance.fr,https://www.marches-publics.gouv.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=1951612&orgAcronyme=h8j
22-3153,False,False,False,False,False,False,"La visite du site occupé par Santé publique France est facultative.Pour prendre rendez-vous, les soumissionnaires peuvent s'adresser au 01 41 79 67 00, ou 01 41 79 67 03, ou 06 62 32 40 08 puis demander Mr Gérald VANSTEENE ou à l'adresse suivante : gerald.vansteene@santepubliquefrance.fr La visite des lieux pourra être réalisée jusqu'à 10 jours avant la date limite de réception des offres. Suite à cette visite, les soumissionnaires n'auront que deux jours pour poser des questions éventuelles sur le cahier des charges. En effet, Santé publique France ne répondra plus aux questions posées par les candidats 8 jours avant la date limite de remise des offres",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,True,False,False,False,False,,None,,,,None,,,,,,,,https://www.marches-publics.gouv.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=1951612&orgAcronyme=h8j
22-3153,False,False,False,False,False,False,"La visite du site occupé par Santé publique France est facultative.Pour prendre rendez-vous, les soumissionnaires peuvent s'adresser au 01 41 79 67 00, ou 01 41 79 67 03, ou 06 62 32 40 08 puis demander Mr Gérald VANSTEENE ou à l'adresse suivante : gerald.vansteene@santepubliquefrance.fr La visite des lieux pourra être réalisée jusqu'à 10 jours avant la date limite de réception des offres. Suite à cette visite, les soumissionnaires n'auront que deux jours pour poser des questions éventuelles sur le cahier des charges. En effet, Santé publique France ne répondra plus aux questions posées par les candidats 8 jours avant la date limite de remise des offres",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,True,False,False,False,,None,,,,None,,,,,,,,https://www.marches-publics.gouv.fr/?page=Entreprise.EntrepriseAdvancedSearch&AllCons&id=1951612&orgAcronyme=h8j
22-3157,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Lille,None,,,5 rue Geoffroy Saint-Hilaire,59014,Lille,,,03-59-54-23-42,,03-59-54-24-45,greffe.ta-lille@juradm.fr,
22-3157,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal Administratif de Lille,None,,,5 rue Geoffroy Saint-Hilaire,59014,Lille,,,,,,,
22-316,False,False,False,False,False,False,"La Région se réserve la possibilité de négocier avec les trois candidats les mieux placés, sous réserve d'un nombre suffisant de candidats et d'offres.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,True,False,False,False,False,False,False,via la plateforme https://marchespublics.grandest.fr,None,,,,None,,,,,,,,
22-316,False,False,False,False,False,False,"La Région se réserve la possibilité de négocier avec les trois candidats les mieux placés, sous réserve d'un nombre suffisant de candidats et d'offres.",,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,True,False,False,False,False,False,False,False,Mme Sylvie PHILIPPEAUX - Direction de l'Achat Public,None,,,,None,,,,(+33)3-87-33-62-11,,,marchesfournituresservicesmetz@grandest.fr,
22-3161,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Séverine RICHARD,None, Séverine RICHARD,,place de la mairie,78610,Le Perray-en-Yvelines,,,01-30-46-31-24,,,severine@lguille.com,https://leperray.fr/
22-3168,False,False,False,False,False,False,Les variantes ne sont pas autorisées.Une prestation supplémentaire éventuelle est prévue et correspond à une majoration du montant de la garantie prévue dans l'offre de base.,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,True,False,False,False,False,False,False,False,False,Grand Port Maritime de Bordeaux,None,Commande Publique,,152 quai de Bacalan,33082,Bordeaux Cedex,,,,,,marches@bordeaux-port.fr,https://www.marches-publics.gouv.fr
22-3169,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Montpellier,None,,,6 rue Pitot,34063,Montpellier cedex,,,334-67-54-81-00,,334-67-54-74-50,greffe.ta-montpellier@juradm.fr,
22-3179,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Lille,None,,,"5, rue Geoffroy Saint-HilaireCS 62039",59014,Lille,,,03-59-54-23-42,,,greffe.ta-lille@juradm.fr,
22-3179,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Lille,None,,,"5, rue Geoffroy Saint-HilaireCS 62039",59014,Lille,,,03-59-54-23-42,,,greffe.ta-lille@juradm.fr,
22-3180,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Paris,None,,,7 rue de Jouy,75181,Paris cedex 04,,,01-44-59-44-00,,01-44-59-46-46,greffe.ta-paris@juradm.fr,
22-3180,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,False,False,True,Tribunal administratif de Paris,None,,,7 rue de Jouy,75181,Paris cedex 04,,,01-44-59-44-00,,01-44-59-46-46,greffe.ta-paris@juradm.fr,
22-3192,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal Administratif de Clermont-Ferrand,None,,,"6, cours Sablon Cedex 1",63033,CLERMONT FERRAND,,,,,,,
22-3261,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Lyon,None,,,184 rue Duguesclin Cedex 03,69433,Lyon,,,04-78-14-10-10,,04-78-14-10-65,greffe.ta-lyon@juradm.fr,http://lyon.tribunal-administratif.fr/
22-3269,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Montpellier,None,,,6 Rue Pitot Cedex 2,34063,MONTPELLIER,,,04-67-54-81-00,,04-67-54-74-10,greffe.ta-montpellier@juradm.fr,
22-3275,False,False,False,False,False,False,,,CF_NIV_SUIV,CF_NIV_SUIV,CF_NIV_SUIV,False,False,False,False,False,False,True,False,False,Tribunal administratif de Cergy-pontoise,None,,,2-4 bd de l'Hautil BP 30322,95027,Cergy pontoise cedex,,,01-30-17-34-00,,01-30-17-34-59,greffe.ta-cergy-pontoise@juradm.fr,http://Cergy-pontoise.tribunaladministratif.fr
